Responce,Driver,NumDF,DenDF,F value,Pr(>F),Rsq
phen_evenness,MowFreq:Month,6,138.99999999845892,4.4242787330713425,3.9865656188436765e-4,0.18492840609466335
phen_evenness,scale(n_mow_events_befre_sampling),1,138.999999997474,1.3914516343019798,0.24017508189714545,0.011752973843077887
phen_evenness,scale(Litter_Cover),1,138.99999999816725,0.042874320768205125,0.8362651262745067,3.663129517026692e-4
phen_evenness,scale(road_density_km_per_ha),1,138.9999999985606,3.7764147468213323,0.05400072196967479,0.03126781627636194
phen_evenness,Bare_Ground_Cover,1,138.99999999830598,0.320613227284552,0.5721523983441645,0.0027327953585055804
phen_evenness,scale(slope_degr),1,138.99999999820835,0.38180079149335333,0.5376521142693462,0.0032526404341977227
phen_evenness,scale(dist_tree),1,138.99999999768758,7.3779671066261825,0.007441751248772349,0.05931892342557119
phen_evenness,scale(sky_view_factor),1,138.9999999971641,0.3304147541385493,0.5663441717505828,0.0028161048849176923
phen_evenness,scale(Biotop_richness_specific),1,138.99999999729818,8.89510945990586,0.0033777576569476793,0.07065492454842807
phen_evenness,log1p(green_cover_pct),1,138.99999999805877,0.1711541937653384,0.6797256787947958,0.001460719534112414
